url,domainStart,domainEnd,sslStart,sslEnd,sslIssuer,label
karabagticaret,1351,1203,25,65,Sectigo Limited,0
irfyapi,953,141,12,78,Let's Encrypt,0
worldofacademia,3416,235,325,40,Sectigo Limited,0
smsfiltre,5705,137,54,36,Let's Encrypt,0
mncgumruk,4726,20,52,38,Let's Encrypt,0
hayriozturk,3649,367,3,87,Let's Encrypt,0
ozguroto,5063,1144,35,55,Let's Encrypt,0
bilba,4819,293,55,35,"cPanel, Inc.",0
rosebrand,3087,199,8,82,Let's Encrypt,0
oztorunnakliyat,3402,249,33,57,Let's Encrypt,0
anadoluticaretvadisi,1569,256,13,77,Let's Encrypt,0
casamore,1453,737,-1,-1,,0
sutlas,5931,1007,-1,-1,,0
ramsigorta,5489,1448,48,42,Let's Encrypt,0
efil,33,331,33,57,Let's Encrypt,0
ideasigorta,1421,38,20,70,Let's Encrypt,0
metininal,2286,634,48,42,Let's Encrypt,0
cizgigiyim,1464,361,-1,-1,,0
biasolar,1222,237,17,73,Let's Encrypt,0
tagmimarlik,487,1337,-1,-1,,0
seapower,1857,698,35,55,Google Trust Services LLC,0
marlayapi,984,840,32,58,Let's Encrypt,0
adexgrup,3928,87,-1,-1,,0
ozictenleryapi,1555,270,-1,-1,,0
artdog,841,253,53,37,Google Trust Services LLC,0
onartekstil,4245,136,-1,-1,,0
sirglass,2328,227,-1,-1,,0
panoramahotel,8850,1741,21,69,"cPanel, Inc.",0
hazrahan,2830,90,-1,-1,,0
ernet,7130,1268,44,46,Let's Encrypt,0
dogagroup,900,924,4,86,Let's Encrypt,0
rezzangunday,4924,918,39,51,Let's Encrypt,0
arthillmimarlik,585,144,50,40,Let's Encrypt,0
nesim,6185,753,-1,-1,,0
ecostar,5706,1231,18,72,Let's Encrypt,0
petnak,731,363,-1,-1,,0
iconova,3900,1211,5,85,Let's Encrypt,0
tiak,4610,1232,17,73,Google Trust Services LLC,0
tellgraph,4733,13,9,81,Let's Encrypt,0
emekpoliklinigi,2079,476,-1,-1,,0
misayangin,967,127,51,39,Let's Encrypt,0
laleiskembecisi,1904,286,4,86,Let's Encrypt,0
mehmetlergrup,3420,231,-1,-1,,0
yoremnakliyat,753,706,-1,-1,,0
ofistasimacilik,3537,114,11,79,Let's Encrypt,0
holzhauer-pumpen,1135,-42,-1,-1,,0
patas,3913,103,3,87,Let's Encrypt,0
bediuzzaman,2226,694,42,48,Let's Encrypt,0
alanyamarina,5908,300,54,36,Let's Encrypt,0
fame,680,1144,11,79,Google Trust Services LLC,0
ftkinsaat,4102,644,-1,-1,,0
carkey,849,245,7,83,Let's Encrypt,0
bicermetal,1017,76,6,84,Let's Encrypt,0
kilavuzdanismanlik,77,287,-1,-1,,0
lgl,5576,266,6,84,Let's Encrypt,0
garantiemeklilik,7630,38,121,244,DigiCert Inc,0
geziekspresi,1271,1283,1,89,Google Trust Services LLC,0
alptek,6233,340,8,82,Let's Encrypt,0
capitalinsaat,1015,444,-1,-1,,0
mudurnupilic,5957,1712,-1,-1,,0
emekticaret,5709,1228,-1,-1,,0
petrokent,6903,400,-1,-1,,0
filateli,6338,235,17,73,Let's Encrypt,0
eaguc,802,1022,19,71,Let's Encrypt,0
mttsigorta,1423,1132,52,38,Let's Encrypt,0
madamecoco,4845,1728,10,80,Let's Encrypt,0
cagrimedikal,5712,130,-1,-1,,0
mateko,1943,247,53,37,Let's Encrypt,0
slimbox,3027,259,36,54,Let's Encrypt,0
taygeta,626,103,2,88,Let's Encrypt,0
attacksport,1716,109,-1,-1,,0
adamax,737,-9,-1,-1,,0
ozsahin,2853,67,180,185,DigiCert Inc,0
megaendustri,8737,1488,255,83,COMODO CA Limited,0
watergarden,3395,986,14,76,"cPanel, Inc.",0
morve,871,223,29,61,Let's Encrypt,0
newtexco,1484,706,16,74,"cPanel, Inc.",0
afacangumruk,8864,266,77,288,E-TUGRA EBG BILISIM TEKNOLOJILERI VE HIZMETLERI ANONIM SIRKETI,0
seslendirme,5707,1596,58,32,Google Trust Services LLC,0
asram,3544,837,15,75,Let's Encrypt,0
igk,6482,456,-1,-1,,0
tarhanlarotomotiv,5940,268,8,82,Let's Encrypt,0
olivesa,3546,835,58,32,Let's Encrypt,0
bazgrup,3055,231,-1,-1,,0
degisimreklam,2895,25,12,78,Let's Encrypt,0
veranova,2093,1558,-1,-1,,0
tufandeveci,4228,518,11,79,Let's Encrypt,0
denizcagan,2372,183,25,65,Let's Encrypt,0
dva,4928,1645,60,30,Let's Encrypt,0
insangucu,6916,752,24,66,Let's Encrypt,0
arazoz,1036,1153,322,43,Sectigo Limited,0
ulupalet,1604,951,47,43,Let's Encrypt,0
nbcgizer,2352,203,6,84,Let's Encrypt,0
yasargroup,2586,699,19,71,Google Trust Services LLC,0
erdisli,5355,122,-1,-1,,0
pikus,1060,1494,-1,-1,,0
frigonevnak,1970,1315,42,48,Let's Encrypt,0
ismetkarpuzinsaat,2297,258,-1,-1,,0
ustayazilim,1094,730,-1,-1,,0
kilisli,1876,314,-1,-1,,0
emirkonfeti,2493,791,40,323,Isimtescil Bilisim A.S.,0
kozanakliyat,1898,1022,47,43,Let's Encrypt,0
manastiralacati,6797,1602,26,64,Let's Encrypt,0
acendis,5322,520,39,51,Let's Encrypt,0
tardas,4166,215,49,41,Let's Encrypt,0
torunmuhendislik,3243,42,318,47,Sectigo Limited,0
remoto,728,366,50,40,Let's Encrypt,0
kopekkoleji,1183,641,15,75,Let's Encrypt,0
dispatent,7326,708,63,302,Sectigo Limited,0
nmodamimarlik,4428,319,8,82,Let's Encrypt,0
sinamega,3938,77,-1,-1,,0
mehmet-emin,6540,32,-1,-1,,0
bmyik,1814,10,-1,-1,,0
denmak,3280,371,-1,-1,,0
bebepan,7498,171,91,306,"GoDaddy.com, Inc.",0
baglar,6379,194,176,189,Sectigo Limited,0
parlasolar,2205,715,99,266,DigiCert Inc,0
datahan,2870,50,40,50,Let's Encrypt,0
erisensigorta,3182,104,42,48,Let's Encrypt,0
danone,8144,255,-1,-1,,0
wollex,5748,824,46,44,Let's Encrypt,0
seckinmakine,6478,460,-1,-1,,0
canwin,2807,113,17,73,Let's Encrypt,0
rossocorsa,953,871,278,87,"Cloudflare, Inc.",0
milkit,2979,307,-1,-1,,0
yemcibey,1540,650,57,33,Let's Encrypt,0
atoskimya,6843,1556,-1,-1,,0
sezgiproduksiyon,1941,249,54,36,Let's Encrypt,0
spn,666,62,37,53,Let's Encrypt,0
unluziraat,7228,1171,25,355,Sectigo Limited,0
fortisenerji,1078,15,-1,-1,,0
pegah,1100,724,250,115,"Cloudflare, Inc.",0
kiter,1383,76,-1,-1,,0
hernevi,2356,199,60,305,Sectigo Limited,0
ozgeyilmaz,1078,381,286,79,"Cloudflare, Inc.",0
kaangiyim,44,320,-1,-1,,0
erkamak,2978,673,3,87,Let's Encrypt,0
canolive,1165,659,41,49,Let's Encrypt,0
simitcidunyasi,4252,129,16,74,Let's Encrypt,0
cmp,1519,306,-1,-1,,0
peple,1519,1401,234,131,"Cloudflare, Inc.",0
turcomedikal,1894,296,-1,-1,,0
otelmobilyalari,443,286,-1,-1,,0
hayatyildizi,3285,1461,5,85,Google Trust Services LLC,0
tarihizavotlar,1129,330,-1,-1,,0
meyvedemeti,1715,110,23,67,Let's Encrypt,0
onderreklam,7452,217,164,201,Sectigo Limited,0
birlikmatbaasi,4335,1142,47,43,Let's Encrypt,0
samandco,1948,1703,39,51,Sectigo Limited,0
ahbs,5034,77,41,49,Google Trust Services LLC,0
ustamyapi,2307,248,24,66,Let's Encrypt,0
osakalight,6975,328,24,66,Let's Encrypt,0
altincipa,9152,343,52,38,Let's Encrypt,0
ozkurtlar,2670,1711,18,72,Let's Encrypt,0
nova-group,990,104,-1,-1,,0
styrosan,5705,137,18,72,Let's Encrypt,0
mpfit,766,693,35,331,Sectigo Limited,0
besemuhendislik,3418,233,-1,-1,,0
afiyet,5916,657,44,46,Let's Encrypt,0
paslanmazuygulama,647,81,59,31,Let's Encrypt,0
fatihozberk,1451,374,260,104,"Cloudflare, Inc.",0
redington,1069,24,361,32,Sectigo Limited,0
permaakademi,1400,59,-1,-1,,0
genckuyumculuk,2097,822,44,321,"Cloudflare, Inc.",0
merlabltd,3467,184,54,36,Let's Encrypt,0
multitechnic,1680,145,7,83,Let's Encrypt,0
idealink,4358,1119,37,53,Let's Encrypt,0
bumfalokma,3474,177,60,30,Let's Encrypt,0
avrasyarentacar,1907,283,52,38,Let's Encrypt,0
belenlioglu,854,970,122,243,Sectigo Limited,0
gsmmedya,1162,297,-1,-1,,0
kuralkan,8935,195,56,34,Let's Encrypt,0
galatatransport,4935,177,-1,-1,,0
cabukcelikesya,1493,332,48,42,Let's Encrypt,0
akdenizhataysofrasi,5875,333,59,31,Let's Encrypt,0
kcm,5154,323,38,52,Let's Encrypt,0
toygarkadife,1967,223,-1,-1,,0
ogretmensurucukursu,2473,81,33,57,Let's Encrypt,0
alnila,123,241,4,86,Let's Encrypt,0
entatek,6399,174,41,49,Let's Encrypt,0
cozumyayinlari,4964,148,26,64,Let's Encrypt,0
markalarbirligi,1632,193,15,75,Let's Encrypt,0
turlog,4049,1793,-1,-1,,0
voyant,4945,532,17,73,Let's Encrypt,0
kumdakahve,4994,483,13,77,Let's Encrypt,0
ozdoganari,1173,286,-1,-1,,0
alkuminsaat,2194,361,51,39,Let's Encrypt,0
isikalasimlicelik,3664,352,-1,-1,,0
sille,3269,382,-1,-1,,0
asmay,6206,1462,57,33,Let's Encrypt,0
riolink,1169,655,14,351,Sectigo Limited,0
annem,224,505,5,85,Let's Encrypt,0
asci,5463,379,39,51,Let's Encrypt,0
florya,5681,161,59,31,Let's Encrypt,0
dronesepeti,2002,918,-1,-1,,0
umutcetinkaya,1708,117,29,61,Let's Encrypt,0
etki,8796,1429,59,31,Let's Encrypt,0
cesamedikal,6633,305,-1,-1,,0
fdy,2013,177,29,61,Let's Encrypt,0
tepee,459,270,22,68,Let's Encrypt,0
govercelikhalat,5855,353,9,81,Google Trust Services LLC,0
teknikser,2163,26,-1,-1,,0
erasogutma,3062,1319,40,50,Let's Encrypt,0
bva,7225,809,77,290,Sectigo Limited,0
dijitalimza,1327,1227,199,166,Sectigo Limited,0
popit,942,152,28,62,Google Trust Services LLC,0
dmcn,2720,565,73,292,Sectigo Limited,0
otac,987,107,23,67,Let's Encrypt,0
eskisehirorganizasyon,1463,362,11,79,Let's Encrypt,0
ftx,1047,46,22,68,Let's Encrypt,0
sezeroglu,3349,302,36,54,Google Trust Services LLC,0
oz-celik,7696,338,29,61,Let's Encrypt,0
sibernetbt,7626,1503,47,43,Let's Encrypt,0
sevimliticaret,1528,297,57,33,Let's Encrypt,0
devrimmetal,954,140,-1,-1,,0
sibelbulbul,1893,297,46,44,Let's Encrypt,0
delart,735,359,1,89,Let's Encrypt,0
akspro,1558,267,66,24,Let's Encrypt,0
barfetto,620,109,286,79,"Cloudflare, Inc.",0
denmer,1221,238,16,74,Sectigo Limited,0
tugbasahin,1103,-10,-1,-1,,0
facar,954,140,10,80,Google Trust Services LLC,0
ozguracar,2104,85,-1,-1,,0
mrsimone,898,196,28,62,Let's Encrypt,0
ertankayalar,1847,343,38,52,Let's Encrypt,0
ktrc,3066,220,312,53,Sectigo Limited,0
lugano,6660,278,2,88,Let's Encrypt,0
gunyol,1165,294,15,75,Let's Encrypt,0
accutone,1382,77,10,80,Let's Encrypt,0
biotechnica,2620,300,27,63,Let's Encrypt,0
betonkesmefirmalari,3471,180,7,83,Let's Encrypt,0
metay,6632,671,-1,-1,,0
sezginserpen,4303,78,257,108,"Cloudflare, Inc.",0
ucarsoft,2074,116,6,84,"cPanel, Inc.",0
ppplimited,590,139,41,49,Let's Encrypt,0
e-denet,2220,334,27,63,Let's Encrypt,0
gozmar,107,257,-1,-1,,0
paintclean,1208,251,282,82,"Cloudflare, Inc.",0
faikgunay,5064,1143,249,116,Sectigo Limited,0
sistempos,3215,436,58,32,Let's Encrypt,0
pendikwebtasarim,1781,774,59,31,Let's Encrypt,0
ilkergoksu,2521,33,20,70,Google Trust Services LLC,0
meksas,193,171,12,78,Google Trust Services LLC,0
yarmetal,3052,234,3,87,Let's Encrypt,0
nkajansreklamcilik,1165,294,55,35,Let's Encrypt,0
mehmetkiyak,2652,268,-1,-1,,0
haciogullari,7287,16,302,68,Sectigo Limited,0
gidatakviyesi,1281,543,8,82,Let's Encrypt,0
gunsnmore,770,324,258,107,Sectigo Limited,0
artekelektronik,1404,55,50,40,Google Trust Services LLC,0
ankarakoltukdoseme,777,-49,-1,-1,,0
pozitifmanevra,5316,161,26,64,Let's Encrypt,0
hizmetmerkezim,4299,82,-1,-1,,0
yapiarti,8291,473,211,154,Sectigo Limited,0
regrow,829,265,40,50,Let's Encrypt,0
harman,8764,366,26,64,Let's Encrypt,0
vahdetsut,1421,38,-1,-1,,0
advia,1878,312,27,63,Let's Encrypt,0
darkburger,1878,312,36,54,Let's Encrypt,0
tnsmuda,4629,848,25,65,Let's Encrypt,0
yenershoes,8051,348,46,44,Sectigo Limited,0
damlacup,2493,61,40,50,Let's Encrypt,0
hasankucuk,1578,612,41,49,Let's Encrypt,0
kano,2545,8,-1,-1,,0
szrteknoloji,885,939,-1,-1,,0
metaloks,6919,18,9,81,Let's Encrypt,0
ustasindan,1124,1065,48,42,Let's Encrypt,0
nestleprofessional,6335,238,12,78,Let's Encrypt,0
yildirimvinc,2492,62,40,50,Let's Encrypt,0
yerelhaber,3061,590,-1,-1,,0
atasen,1827,363,-1,-1,,0
yarbasim,1387,438,-1,-1,,0
gunmed,5677,165,9,81,Let's Encrypt,0
eksiogluinsaat,8332,432,259,106,"Cloudflare, Inc.",0
eymenpolimer,1764,60,-1,-1,,0
bilsim,396,-33,-1,-1,,0
kenan,3573,808,17,73,Google Trust Services LLC,0
nevakimyasal,1380,79,56,34,Let's Encrypt,0
fixpro,3581,1165,-1,-1,,0
erlkalip,3321,695,-1,-1,,0
esba,4790,-44,-1,-1,,0
alkim,1575,1711,151,214,Sectigo Limited,0
contigo,3817,199,147,218,Sectigo Limited,0
etom,5706,136,51,39,Google Trust Services LLC,0
teknoprint,2261,294,268,112,Sectigo Limited,0
sinifogretmenligi,443,286,13,77,Google Trust Services LLC,0
markavizyon,2580,340,-1,-1,,0
alternatifgrup,4901,576,-1,-1,,0
kcskipasgazbeton,1619,206,53,37,Let's Encrypt,0
selinay,7042,261,44,46,Let's Encrypt,0
marks-and-spencer,9438,56,10,80,Let's Encrypt,0
kentyapi,185,1305,-1,-1,,0
gravel,2137,51,25,65,Sectigo Limited,0
zadem,1239,1315,309,56,Sectigo Limited,0
bemsmakina,1884,306,-1,-1,,0
tayfursu,5638,204,88,2,Let's Encrypt,0
unalmobilya,6147,426,260,104,"Cloudflare, Inc.",0
fatihkesik,616,113,-1,-1,,0
vurallarbranda,4081,300,47,43,Let's Encrypt,0
petbesinleri,912,182,-1,-1,,0
barifit,2559,361,48,42,"cPanel, Inc.",0
hakk,1844,-20,-1,-1,,0
ronpak,3117,1264,23,67,Let's Encrypt,0
espavo,2965,686,53,37,Sectigo Limited,0
huzur,8984,146,-1,-1,,0
risan,3094,192,39,51,Let's Encrypt,0
yellice,3826,1285,6,84,Let's Encrypt,0
cephemimarlik,2810,110,67,298,Sectigo Limited,0
gskpro,1765,59,140,225,Sectigo Limited,0
dentlife,1465,360,-1,-1,,0
yesilkent,4677,69,10,80,Let's Encrypt,0
ergotech,1443,1112,27,63,Google Trust Services LLC,0
eryasoft,654,74,31,59,Sectigo Limited,0
muratoptik,6120,1183,-1,-1,,0
omertahaoztop,653,75,47,43,Google Trust Services LLC,0
esenkitap,4770,342,-1,-1,,0
algtech,2640,645,12,78,Let's Encrypt,0
4tekiletisim,745,349,330,35,Sectigo Limited,0
melantisbilisim,4441,1401,42,48,Let's Encrypt,0
ndcikolata,3458,193,48,42,Let's Encrypt,0
zirvebranda,3347,304,55,35,Let's Encrypt,0
eliacik,574,1250,55,35,Google Trust Services LLC,0
yilan,3184,102,31,59,Let's Encrypt,0
dentalart,3740,276,0,90,Let's Encrypt,0
arzuatici,174,190,56,34,Google Trust Services LLC,0
inosolar,4292,88,53,37,Let's Encrypt,0
yerlimakine,1767,788,5,85,Let's Encrypt,0
menalux,2444,111,14,76,Let's Encrypt,0
oklo,1136,688,-1,-1,,0
kubas,8400,1094,42,323,"Cloudflare, Inc.",0
ferahkebap,4532,215,-1,-1,,0
unsalyapi,6400,538,12,78,Let's Encrypt,0
alyo,4264,1212,9,81,Let's Encrypt,0
nova-academy,501,228,58,32,Google Trust Services LLC,0
careerhunter,2027,163,30,60,Google Trust Services LLC,0
endulusajans,1386,73,39,51,Let's Encrypt,0
garantibbvaleasing,1541,284,-1,-1,,0
doguper,2776,144,39,51,Let's Encrypt,0
karadenizlojistik,1249,575,-1,-1,,0
megakentinsaat,2772,878,4,86,Let's Encrypt,0
orkoc,197,167,-1,-1,,0
aosmith,3888,128,69,21,"cPanel, Inc.",0
aydintesisat,653,75,54,36,Let's Encrypt,0
airclinic,2961,1055,108,272,Sectigo Limited,0
cesasigorta,2845,1536,20,70,Let's Encrypt,0
rendeahsap,2257,663,-1,-1,,0
ensasigorta,3629,752,56,34,Let's Encrypt,0
onlineyonetim,3067,219,14,76,Let's Encrypt,0
willow,1021,803,265,99,"Cloudflare, Inc.",0
ganar,1012,81,23,67,Let's Encrypt,0
bosstransport,605,124,49,41,Let's Encrypt,0
ertareklam,6539,33,59,31,Let's Encrypt,0
ceytesyapi,3844,172,26,64,Let's Encrypt,0
sertekstil,6759,179,22,68,Let's Encrypt,0
alkaenerji,476,253,-1,-1,,0
uzunplastik,5482,360,57,33,Let's Encrypt,0
straumanngroup,2020,170,19,71,Let's Encrypt,0
benefarma,973,851,29,61,Let's Encrypt,0
kolit,2417,138,23,67,Let's Encrypt,0
ykykultur,9642,218,150,242,DigiCert Inc,0
baskentmusavirlik,688,1136,3,87,Let's Encrypt,0
mbkdenetim,5436,40,41,49,"cPanel, Inc.",0
rend,1765,59,49,41,"cPanel, Inc.",0
ankaratekmer,921,173,64,26,SSL Corporation,0
hazirfide,1059,34,-1,-1,,0
serhatekinci,1333,126,-1,-1,,0
deskport,1704,851,300,64,"Cloudflare, Inc.",0
thundermarine,5169,308,-1,-1,,0
uzmandenetim,3410,241,-1,-1,,0
gensamuhendislik,4285,96,55,35,Let's Encrypt,0
compile,948,876,-1,-1,,0
akustikkumas,3422,229,1,89,Let's Encrypt,0
busrakayikci,1157,302,46,44,Let's Encrypt,0
nefeshane,2079,111,-1,-1,,0
canerlergeridonusum,5118,1454,-1,-1,,0
hasyapi,5497,710,-1,-1,,0
leventreyhandali,2551,734,-1,-1,,0
northsigorta,897,197,233,132,Sectigo Limited,0
ahmetcan,3439,212,40,50,Let's Encrypt,0
youmusthave,721,7,19,71,Let's Encrypt,0
tenekekutu,676,1513,14,76,Google Trust Services LLC,0
fiziktedavim,443,286,-1,-1,,0
ulusoyyemek,3332,1780,28,62,Google Trust Services LLC,0
rasimsezer,5380,97,42,48,Let's Encrypt,0
hibesepeti,2265,290,27,63,Let's Encrypt,0
yatagankoop,1436,23,55,35,Let's Encrypt,0
dideminbutigi,1144,680,11,79,Google Trust Services LLC,0
arfyemek,786,308,-1,-1,,0
swarebilisim,1873,-49,-1,-1,,0
kuzeymermer,631,463,-1,-1,,0
arghavantrading,2034,521,52,38,Let's Encrypt,0
ette,5742,100,11,79,Google Trust Services LLC,0
ozkanpompa,7107,196,48,42,Let's Encrypt,0
agrosanteknik,2052,138,21,69,Let's Encrypt,0
batuhayvancilik,2303,252,-1,-1,,0
bgsbranda,3237,414,200,165,Sectigo Limited,0
emoticaret,2151,38,27,63,Let's Encrypt,0
ankarasarilarmakina,2102,1548,52,38,Let's Encrypt,0
sermedya,1259,200,78,12,Let's Encrypt,0
mediacademy,1270,919,39,51,Let's Encrypt,0
seven,7372,297,31,335,Sectigo Limited,0
bucayun,4741,5,29,61,Let's Encrypt,0
ferrokim,5782,60,-1,-1,,0
ikmproduksiyon,2481,72,37,53,Let's Encrypt,0
minisan,7234,69,33,57,"cPanel, Inc.",0
ovotek,5832,1471,-1,-1,,0
newsender,438,291,-1,-1,,0
bostancioglu,8390,8,36,54,Let's Encrypt,0
aslan,9389,106,54,36,Let's Encrypt,0
lubran,1739,85,27,63,Let's Encrypt,0
metaendustri,729,365,1,89,Let's Encrypt,0
adadantel,2396,159,-1,-1,,0
yaylak,1026,67,5,85,Google Trust Services LLC,0
pratiq,1913,1738,15,75,Let's Encrypt,0
akdogan,4969,1238,5,85,Let's Encrypt,0
bridgerestaurant,4482,995,221,144,Sectigo Limited,0
gueroshoes,3929,86,4,86,Let's Encrypt,0
zeyyumurta,1212,977,14,76,Let's Encrypt,0
sesametal,1634,191,59,31,Let's Encrypt,0
canatanlar,5798,775,38,52,Let's Encrypt,0
moonnatural,759,335,0,90,Let's Encrypt,0
seranit,9594,631,9,357,"GoDaddy.com, Inc.",0
guvenbrode,5142,335,42,48,Let's Encrypt,0
webdijital,779,1045,2,88,Let's Encrypt,0
donutworrybehappy,1456,1099,38,52,Let's Encrypt,0
dapyapi,7063,240,9,81,Let's Encrypt,0
volkanboya,3291,1090,6,84,Google Trust Services LLC,0
sonradangurmeler,3581,800,-1,-1,,0
emlaksunuyoruz,31,333,26,64,Let's Encrypt,0
inallarhayat,3425,226,32,58,Let's Encrypt,0
lezzetgida,7298,5,-1,-1,,0
solus,2766,884,-1,-1,,0
ozkaraaslanharita,4936,906,48,42,Let's Encrypt,0
viells,836,1353,-1,-1,,0
veryansintv,568,161,36,54,Let's Encrypt,0
pandispanya,3908,108,9,81,Let's Encrypt,0
metotdanismanlik,5349,128,-1,-1,,0
imeryapi,3927,1184,46,44,Let's Encrypt,0
investing,910,914,30,60,Let's Encrypt,0
ayrotek,5365,477,15,75,Google Trust Services LLC,0
tunax,1786,38,270,95,Sectigo Limited,0
ika,7879,158,35,55,Let's Encrypt,0
taran,1606,219,-1,-1,,0
forsel,815,279,44,46,Let's Encrypt,0
ozbicer,2327,228,-1,-1,,0
volkanarpaci,2012,178,28,62,Let's Encrypt,0
ncsn,3978,37,57,33,Let's Encrypt,0
islakkek,3981,34,24,66,Let's Encrypt,0
ferpa,2401,154,116,249,"Cloudflare, Inc.",0
espark,6386,187,289,90,Sectigo Limited,0
high-pi,2104,85,59,31,Let's Encrypt,0
teak,3427,224,24,66,Let's Encrypt,0
gevezesohbet,443,286,51,39,Let's Encrypt,0
erdemduran,1246,213,38,52,Let's Encrypt,0
bayramcicek,2359,196,-1,-1,,0
akfentoptan,4350,762,51,39,Let's Encrypt,0
yusufbayram,563,531,5,85,Let's Encrypt,0
ozenteknik,5728,113,17,73,Let's Encrypt,0
ustakereste,5076,1131,20,70,Let's Encrypt,0
bsgtekstil,3360,291,27,63,Let's Encrypt,0
azdavay,2184,736,42,48,Let's Encrypt,0
ozgunkocaeli,1005,454,35,55,Let's Encrypt,0
dersmarket,1381,78,40,50,Let's Encrypt,0
hatupen,8946,549,193,172,Sectigo Limited,0
serhattuncer,5915,658,333,32,Sectigo Limited,0
ismailasma,4246,135,42,48,Let's Encrypt,0
galatajenerator,1562,1358,58,32,Let's Encrypt,0
akabepazarlama,3495,156,-1,-1,,0
ugurkaya,3042,1339,67,298,Sectigo Limited,0
bintem,4336,411,22,68,Let's Encrypt,0
viphouse,1674,151,59,31,Let's Encrypt,0
envi,4629,118,11,79,Let's Encrypt,0
mustakbelkebap,4190,1652,59,31,Let's Encrypt,0
imsamakina,1949,241,38,52,Let's Encrypt,0
fuataydogdu,956,138,23,67,Google Trust Services LLC,0
tumfirca,6372,201,-1,-1,,0
helamin,5428,48,-1,-1,,0
motherway,3426,955,136,230,Sectigo Limited,0
yorukefe,1134,690,-1,-1,,0
meldymoor,2503,51,59,31,Let's Encrypt,0
saxotrader,4784,328,-1,-1,,0
microp,2423,132,23,67,Let's Encrypt,0
dizsan,6021,187,52,38,Let's Encrypt,0
